event_id,title,catch,event_url,description,hash_tag,started_at,ended_at,limit,address,place,accepted,waiting,keyword,lat,lon
62147,Python入門者向けハンズオン #6,supported by teratail,https://python-nyumon.connpass.com/event/62147/,,PyNyumon,2017-10-28T12:45:00+09:00,2017-10-28T19:00:00+09:00,50,東京都渋谷区渋谷2-21-1  渋谷ヒカリエ17F ,レバレジーズ株式会社,,,python,35.658889,139.703333
